0.064 -0.08527335 -0.00459140
0.065 -0.08527957 -0.00459157
0.066 -0.08528588 -0.00459174
0.067 -0.08529228 -0.00459192
0.068 -0.08529877 -0.00459210
0.069 -0.08530534 -0.00459228
0.070 -0.08531200 -0.00459246
0.071 -0.08531875 -0.00459264
0.072 -0.08532558 -0.00459283
0.073 -0.08533250 -0.00459302
0.074 -0.08533950 -0.00459321
0.075 -0.08534659 -0.00459341
0.076 -0.08535377 -0.00459360
0.077 -0.08536103 -0.00459380
0.078 -0.08536837 -0.00459400
0.079 -0.08537579 -0.00459421
0.080 -0.08538330 -0.00459441
0.081 -0.08539090 -0.00459462
0.082 -0.08539857 -0.00459483
0.083 -0.08540632 -0.00459505
0.084 -0.08541416 -0.00459526
0.085 -0.08542208 -0.00459548
0.086 -0.08543008 -0.00459570
0.087 -0.08543815 -0.00459593
0.088 -0.08544631 -0.00459615
0.089 -0.08545454 -0.00459638
0.090 -0.08546286 -0.00459661
0.091 -0.08547125 -0.00459684
0.092 -0.08547972 -0.00459708
0.093 -0.08548826 -0.00459731
0.094 -0.08549688 -0.00459755
0.095 -0.08550558 -0.00459779
0.096 -0.08551435 -0.00459804
0.097 -0.08552320 -0.00459828
0.098 -0.08553212 -0.00459853
0.099 -0.08554111 -0.00459878
0.100 -0.08555018 -0.00459903
0.101 -0.08555931 -0.00459929
0.102 -0.08556852 -0.00459955
0.103 -0.08557781 -0.00459981
0.104 -0.08558716 -0.00460007
0.105 -0.08559658 -0.00460033
0.106 -0.08560607 -0.00460060
0.107 -0.08561563 -0.00460086
0.108 -0.08562525 -0.00460113
0.109 -0.08563495 -0.00460141
0.110 -0.08564471 -0.00460168
0.111 -0.08565453 -0.00460196
0.112 -0.08566442 -0.00460223
0.113 -0.08567438 -0.00460251
0.114 -0.08568440 -0.00460280
0.115 -0.08569448 -0.00460308
0.116 -0.08570463 -0.00460337
0.117 -0.08571484 -0.00460366
0.118 -0.08572511 -0.00460395
0.119 -0.08573544 -0.00460424
0.120 -0.08574583 -0.00460453
0.121 -0.08575627 -0.00460483
0.122 -0.08576678 -0.00460513
0.123 -0.08577735 -0.00460543
0.124 -0.08578797 -0.00460573
0.125 -0.08579864 -0.00460604
0.126 -0.08580938 -0.00460634
0.127 -0.08582016 -0.00460665
0.128 -0.08583100 -0.00460696
0.129 -0.08584190 -0.00460727
0.130 -0.08585284 -0.00460759
0.131 -0.08586384 -0.00460790
0.132 -0.08587489 -0.00460822
0.133 -0.08588598 -0.00460854
