0.257 0.00416236 -0.04893066 1.02205952
0.258 0.00419348 -0.04891377 1.02204226
0.259 0.00422471 -0.04889683 1.02202494
0.260 0.00425603 -0.04887983 1.02200756
0.261 0.00428746 -0.04886276 1.02199012
0.262 0.00431898 -0.04884564 1.02197262
0.263 0.00435061 -0.04882845 1.02195506
0.264 0.00438233 -0.04881121 1.02193744
0.265 0.00441415 -0.04879390 1.02191975
0.266 0.00444607 -0.04877654 1.02190201
0.267 0.00447809 -0.04875912 1.02188420
0.268 0.00451021 -0.04874163 1.02186634
0.269 0.00454242 -0.04872409 1.02184841
0.270 0.00457473 -0.04870649 1.02183043
0.271 0.00460714 -0.04868883 1.02181238
0.272 0.00463965 -0.04867111 1.02179427
0.273 0.00467225 -0.04865333 1.02177611
0.274 0.00470495 -0.04863549 1.02175788
0.275 0.00473775 -0.04861759 1.02173959
0.276 0.00477064 -0.04859963 1.02172125
0.277 0.00480362 -0.04858162 1.02170284
0.278 0.00483671 -0.04856354 1.02168437
0.279 0.00486988 -0.04854541 1.02166585
0.280 0.00490316 -0.04852722 1.02164726
0.281 0.00493652 -0.04850897 1.02162861
0.282 0.00496999 -0.04849066 1.02160991
0.283 0.00500354 -0.04847229 1.02159114
0.284 0.00503719 -0.04845386 1.02157232
0.285 0.00507093 -0.04843538 1.02155344
0.286 0.00510477 -0.04841684 1.02153449
0.287 0.00513870 -0.04839824 1.02151549
0.288 0.00517272 -0.04837958 1.02149643
0.289 0.00520684 -0.04836086 1.02147731
0.290 0.00524105 -0.04834208 1.02145813
0.291 0.00527535 -0.04832325 1.02143890
0.292 0.00530974 -0.04830436 1.02141960
0.293 0.00534422 -0.04828541 1.02140025
0.294 0.00537879 -0.04826640 1.02138083
0.295 0.00541346 -0.04824734 1.02136136
0.296 0.00544821 -0.04822822 1.02134183
0.297 0.00548306 -0.04820904 1.02132224
0.298 0.00551800 -0.04818980 1.02130259
0.299 0.00555302 -0.04817051 1.02128289
0.300 0.00558814 -0.04815115 1.02126313
0.301 0.00562334 -0.04813174 1.02124330
0.302 0.00565864 -0.04811228 1.02122342
0.303 0.00569402 -0.04809276 1.02120349
0.304 0.00572949 -0.04807317 1.02118349
0.305 0.00576505 -0.04805354 1.02116344
0.306 0.00580070 -0.04803384 1.02114333
0.307 0.00583643 -0.04801409 1.02112316
0.308 0.00587225 -0.04799429 1.02110293
0.309 0.00590816 -0.04797442 1.02108265
0.310 0.00594416 -0.04795450 1.02106231
0.311 0.00598024 -0.04793452 1.02104191
0.312 0.00601641 -0.04791449 1.02102146
0.313 0.00605266 -0.04789440 1.02100095
0.314 0.00608900 -0.04787425 1.02098038
0.315 0.00612542 -0.04785405 1.02095975
0.316 0.00616193 -0.04783379 1.02093907
0.317 0.00619853 -0.04781348 1.02091833
0.318 0.00623521 -0.04779311 1.02089753
0.319 0.00627197 -0.04777268 1.02087668
0.320 0.00630882 -0.04775220 1.02085577
0.321 0.00634575 -0.04773166 1.02083480
0.322 0.00638276 -0.04771107 1.02081378
0.323 0.00641986 -0.04769042 1.02079270
0.324 0.00645703 -0.04766971 1.02077157
0.325 0.00649430 -0.04764895 1.02075038
0.326 0.00653164 -0.04762814 1.02072913
0.327 0.00656906 -0.04760727 1.02070783
0.328 0.00660657 -0.04758634 1.02068647
0.329 0.00664416 -0.04756536 1.02066505
0.330 0.00668183 -0.04754433 1.02064358
0.331 0.00671957 -0.04752324 1.02062206
0.332 0.00675740 -0.04750209 1.02060048
0.333 0.00679531 -0.04748089 1.02057884
0.334 0.00683330 -0.04745964 1.02055715
0.335 0.00687137 -0.04743833 1.02053540
0.336 0.00690951 -0.04741696 1.02051360
0.337 0.00694774 -0.04739555 1.02049174
0.338 0.00698604 -0.04737407 1.02046983
0.339 0.00702442 -0.04735255 1.02044786
0.340 0.00706288 -0.04733097 1.02042584
0.341 0.00710142 -0.04730933 1.02040376
0.342 0.00714003 -0.04728764 1.02038163
0.343 0.00717872 -0.04726590 1.02035945
0.344 0.00721749 -0.04724410 1.02033721
0.345 0.00725633 -0.04722225 1.02031491
0.346 0.00729525 -0.04720035 1.02029256
0.347 0.00733424 -0.04717839 1.02027016
0.348 0.00737331 -0.04715638 1.02024770
0.349 0.00741246 -0.04713431 1.02022519
0.350 0.00745167 -0.04711219 1.02020263
0.351 0.00749097 -0.04709002 1.02018001
0.352 0.00753033 -0.04706780 1.02015733
0.353 0.00756977 -0.04704552 1.02013461
0.354 0.00760929 -0.04702319 1.02011183
0.355 0.00764887 -0.04700081 1.02008900
0.356 0.00768853 -0.04697837 1.02006611
0.357 0.00772826 -0.04695588 1.02004317
0.358 0.00776806 -0.04693334 1.02002018
0.359 0.00780794 -0.04691075 1.01999713
0.360 0.00784788 -0.04688810 1.01997403
0.361 0.00788790 -0.04686540 1.01995088
0.362 0.00792798 -0.04684265 1.01992767
0.363 0.00796814 -0.04681985 1.01990442
0.364 0.00800837 -0.04679699 1.01988111
0.365 0.00804866 -0.04677408 1.01985774
0.366 0.00808903 -0.04675112 1.01983433
0.367 0.00812946 -0.04672811 1.01981086
0.368 0.00816997 -0.04670505 1.01978734
0.369 0.00821054 -0.04668194 1.01976377
0.370 0.00825117 -0.04665877 1.01974015
0.371 0.00829188 -0.04663555 1.01971647
0.372 0.00833265 -0.04661228 1.01969274
0.373 0.00837349 -0.04658896 1.01966896
0.374 0.00841440 -0.04656559 1.01964513
0.375 0.00845537 -0.04654217 1.01962125
0.376 0.00849641 -0.04651870 1.01959732
0.377 0.00853751 -0.04649517 1.01957333
0.378 0.00857868 -0.04647160 1.01954929
0.379 0.00861991 -0.04644797 1.01952521
